date,open,high,low,close,volume
2022-02-25,14.72,14.72,14.13,14.43,14263570.0
2022-02-28,14.6,14.95,14.26,14.72,14342860.0
2022-03-01,14.78,15.99,14.75,15.11,28714415.0
2022-03-02,14.98,15.48,14.78,15.21,15977802.0
2022-03-03,15.28,15.99,15.19,15.19,25985673.0
2022-03-04,15.16,15.49,14.82,15.23,15567934.0
2022-03-07,15.12,15.18,14.44,14.56,16767623.0
2022-03-08,14.69,15.26,14.03,14.66,21407203.0
2022-03-09,14.88,14.88,13.43,14.0,18821642.0
2022-03-10,14.31,15.23,14.31,14.96,27848003.0
2022-03-11,14.93,14.99,14.57,14.94,17098223.0
2022-03-14,14.95,15.0,13.98,14.02,16977458.0
2022-03-15,13.8,13.96,13.05,13.05,16543451.0
2022-03-16,13.25,13.45,12.28,13.18,21260569.0
2022-03-17,13.35,13.61,13.13,13.17,14842880.0
2022-03-18,13.16,13.16,12.81,13.06,9295987.0
2022-03-21,12.75,13.0,12.4,12.62,18916500.0
2022-03-22,12.62,12.66,12.27,12.39,12516849.0
2022-03-23,12.53,14.2,12.53,13.34,33551579.0
2022-03-24,13.0,13.18,12.68,12.91,18633457.0
2022-03-25,12.76,12.86,12.46,12.46,12075276.0
2022-03-28,12.3,12.48,12.1,12.32,8797039.0
2022-03-29,12.45,12.6,12.1,12.17,10274654.0
2022-03-30,12.4,12.66,12.31,12.46,10367185.0
2022-03-31,12.32,12.33,12.0,12.08,11129254.0
2022-04-01,12.0,12.23,11.78,12.12,7824752.0
2022-04-06,12.13,12.55,11.82,12.37,12195957.0
2022-04-07,12.21,12.24,11.8,11.9,8440881.0
2022-04-08,11.91,12.08,11.8,11.88,6157089.0
2022-04-11,11.77,11.77,10.7,10.94,14087521.0
2022-04-12,10.88,11.04,10.64,10.86,8129063.0
2022-04-13,10.74,10.85,10.31,10.33,10481690.0
2022-04-14,10.47,10.56,10.13,10.19,8866776.0
2022-04-15,10.06,10.16,9.85,9.98,9357369.0
2022-04-18,9.84,10.22,9.67,10.15,8562749.0
2022-04-19,10.13,10.45,9.98,10.07,8675090.0
2022-04-20,10.06,10.14,9.77,9.87,6742530.0
2022-04-21,9.75,9.9,9.33,9.34,8804468.0
2022-04-22,9.2,9.59,9.2,9.36,7256419.0
2022-04-25,9.25,9.26,8.48,8.51,10183163.0
2022-04-26,8.64,8.7,7.96,8.1,12793991.0
2022-04-27,7.94,8.75,7.82,8.7,13357050.0
2022-04-28,8.58,8.58,7.93,8.02,21608992.0
2022-04-29,7.87,8.06,7.63,8.0,36065263.0
2022-05-05,7.93,8.07,7.71,7.86,27913108.0
2022-05-06,7.7,7.7,7.34,7.49,22292454.0
2022-05-09,7.6,7.85,7.43,7.5,23717653.0
2022-05-10,7.4,8.27,7.35,8.06,59563692.0
2022-05-11,7.98,8.84,7.91,8.62,63736209.0
2022-05-12,8.5,8.78,8.15,8.37,44020131.0
2022-05-13,8.27,8.39,8.07,8.15,33599010.0
2022-05-16,8.27,8.3,7.94,8.08,22250813.0
2022-05-17,8.0,8.07,7.77,8.02,27631768.0
2022-05-18,8.03,8.1,7.91,7.96,20708885.0
2022-05-19,7.8,9.12,7.74,8.94,78062998.0
2022-05-20,9.0,9.18,8.81,9.08,62178076.0
2022-05-23,9.05,9.42,8.9,9.4,48276026.0
2022-05-24,9.25,9.7,8.94,8.98,56873279.0
2022-05-25,8.96,9.11,8.73,9.11,35854216.0
2022-05-26,9.06,9.3,8.83,8.95,36160919.0
2022-05-27,8.95,9.03,8.67,8.78,26340099.0
2022-05-30,8.78,8.88,8.67,8.85,19378985.0
2022-05-31,9.1,9.62,9.01,9.48,57366998.0
2022-06-01,9.35,9.45,9.15,9.27,36796828.0
2022-06-02,9.27,9.7,9.2,9.61,46655059.0
2022-06-06,9.52,9.85,9.45,9.67,38507309.0
2022-06-07,9.62,9.74,9.3,9.38,32393628.0
2022-06-08,9.37,9.4,8.98,9.25,29220833.0
2022-06-09,9.2,9.25,8.91,8.97,19487150.0
2022-06-10,8.9,9.4,8.87,9.36,27343200.0
2022-06-13,9.4,9.72,9.33,9.5,31305932.0
2022-06-14,9.39,9.44,9.0,9.41,24380187.0
2022-06-15,9.47,9.56,9.1,9.13,29272955.0
2022-06-16,9.07,9.45,9.07,9.2,22258496.0
2022-06-17,9.06,10.3,9.03,10.17,77157304.0
2022-06-20,10.48,11.93,10.43,11.13,91692728.0
2022-06-21,11.3,11.48,10.7,11.08,55741482.0
2022-06-22,11.1,11.2,10.78,10.83,33975638.0
2022-06-23,10.71,11.29,10.47,11.19,40578298.0
2022-06-24,11.05,12.08,11.0,12.03,56562169.0
2022-06-27,11.97,12.88,11.62,12.16,50850802.0
2022-06-28,11.97,12.09,11.77,12.07,28566199.0
2022-06-29,12.17,12.4,11.24,11.24,35725853.0
2022-06-30,11.17,11.8,11.16,11.5,23976497.0
2022-07-01,11.34,11.67,11.14,11.26,20352248.0
2022-07-04,11.12,11.4,10.83,11.22,21813008.0
2022-07-05,11.22,11.25,10.85,11.06,17946156.0
2022-07-06,11.06,11.9,11.06,11.44,31285110.0
2022-07-07,11.14,11.87,11.05,11.85,32521476.0
2022-07-08,11.79,11.96,11.48,11.7,20345159.0
2022-07-11,11.7,12.05,11.6,11.92,23799641.0
2022-07-12,11.7,12.68,11.69,12.07,40793697.0
2022-07-13,12.2,13.65,12.15,13.29,60123278.0
2022-07-14,12.95,13.48,12.9,13.1,38770400.0
2022-07-15,12.98,13.7,12.92,13.37,43800187.0
2022-07-18,13.4,13.59,13.02,13.4,30999370.0
2022-07-19,13.25,13.44,12.9,13.1,28824854.0
2022-07-20,13.2,13.99,12.95,13.56,41389613.0
2022-07-21,13.58,13.63,12.96,13.03,28844235.0
2022-07-22,12.9,13.22,12.47,12.66,29612696.0
2022-07-25,12.61,12.62,11.75,11.79,34673145.0
2022-07-26,11.81,12.07,11.7,12.06,16331628.0
2022-07-27,12.0,12.05,11.7,11.9,25483037.0
2022-07-28,11.99,12.09,11.46,11.48,28506958.0
2022-07-29,11.5,12.2,11.5,11.95,34985150.0
2022-08-01,11.91,11.96,11.44,11.69,21684100.0
2022-08-02,11.5,11.53,10.85,10.95,26036876.0
2022-08-03,11.01,11.45,10.63,10.85,23098116.0
2022-08-04,10.92,11.15,10.6,10.81,21008383.0
2022-08-05,10.8,11.0,10.5,10.85,20202140.0
2022-08-08,10.76,11.17,10.61,11.09,19494870.0
2022-08-09,11.09,11.55,10.9,11.27,29579560.0
2022-08-10,11.11,11.23,10.85,11.03,21424474.0
2022-08-11,11.08,11.32,10.94,11.32,20700430.0
2022-08-12,11.3,11.39,11.03,11.07,18321064.0
2022-08-15,10.96,11.35,10.91,11.27,16012094.0
2022-08-16,11.41,11.98,11.41,11.7,35829078.0
2022-08-17,11.72,12.27,11.71,11.75,31777012.0
2022-08-18,11.7,12.13,11.59,12.08,33522638.0
2022-08-19,12.05,12.12,11.75,12.0,27091221.0
2022-08-22,12.0,12.22,11.55,11.61,21958322.0
2022-08-23,11.53,11.77,11.45,11.67,11710431.0
2022-08-24,11.62,11.62,10.8,10.85,23376409.0
2022-08-25,10.8,11.2,10.61,11.07,17043960.0
2022-08-26,11.06,11.33,10.89,10.95,13736327.0
2022-08-29,10.79,12.0,10.61,11.99,35623430.0
2022-08-30,12.19,12.29,11.61,11.79,27259293.0
2022-08-31,11.62,11.91,11.01,11.02,20654604.0
2022-09-01,11.05,11.7,11.05,11.38,23334159.0
2022-09-02,11.37,11.46,10.87,11.17,14864266.0
2022-09-05,11.58,11.88,11.43,11.49,24999632.0
2022-09-06,11.44,11.75,10.99,11.7,25625611.0
2022-09-07,11.7,12.12,11.55,11.99,30201131.0
2022-09-08,12.01,12.1,11.66,11.69,16076388.0
2022-09-09,11.76,11.77,11.3,11.38,16279042.0
2022-09-13,11.4,11.47,11.0,11.08,17142792.0
2022-09-14,10.88,11.3,10.81,11.16,15571937.0
2022-09-15,11.1,11.15,10.36,10.57,14790076.0
2022-09-16,10.55,10.61,10.02,10.08,11398914.0
2022-09-19,10.07,10.21,9.76,9.83,9560281.0
2022-09-20,9.92,10.13,9.92,10.04,7155083.0
2022-09-21,9.89,10.09,9.73,10.02,6417850.0
2022-09-22,10.02,10.28,9.88,10.02,8354261.0
2022-09-23,10.0,10.13,9.44,9.47,11192471.0
2022-09-26,9.31,9.7,9.29,9.51,9467703.0
2022-09-27,9.7,10.05,9.65,9.89,12358516.0
2022-09-28,9.8,10.13,9.47,9.48,11759631.0
2022-09-29,9.53,9.69,9.34,9.36,9518192.0
2022-09-30,9.4,9.4,8.96,9.03,11223193.0
2022-10-10,8.92,9.11,8.7,8.73,10448669.0
2022-10-11,8.82,8.95,8.72,8.84,7178297.0
2022-10-12,8.88,9.82,8.78,9.69,20396405.0
2022-10-13,9.6,10.02,9.48,9.77,17632014.0
2022-10-14,9.81,10.17,9.7,10.15,16724772.0
2022-10-17,9.97,10.32,9.91,10.21,13749893.0
2022-10-18,10.2,10.47,10.11,10.25,15149280.0
2022-10-19,10.22,10.34,9.99,9.99,13715744.0
2022-10-20,10.0,10.08,9.68,9.83,11540114.0
2022-10-21,10.12,10.7,10.12,10.47,35290101.0
2022-10-24,10.4,10.74,10.17,10.58,34220240.0
2022-10-25,10.42,10.8,10.39,10.55,15677667.0
2022-10-26,10.52,10.68,10.21,10.42,18902775.0
2022-10-27,9.88,9.88,9.11,9.21,41509364.0
2022-10-28,9.19,9.4,8.9,8.91,21141462.0
2022-10-31,8.71,9.12,8.71,8.91,15004882.0
2022-11-01,8.9,9.38,8.88,9.38,18584562.0
2022-11-02,9.37,9.37,9.17,9.3,12649106.0
2022-11-03,9.2,9.44,9.18,9.29,13185720.0
2022-11-04,9.29,9.8,9.25,9.71,23354911.0
2022-11-07,9.66,9.83,9.37,9.53,20746097.0
2022-11-08,9.41,9.84,9.36,9.62,17982324.0
2022-11-09,9.57,9.61,9.31,9.34,14037439.0
2022-11-10,9.3,9.43,9.25,9.28,9070729.0
2022-11-11,9.48,9.58,9.22,9.23,14650413.0
2022-11-14,9.3,9.34,9.05,9.08,12152799.0
2022-11-15,9.1,9.39,9.09,9.39,12978213.0
2022-11-16,9.4,9.49,9.17,9.2,12220364.0
2022-11-17,9.19,9.19,9.06,9.18,8846000.0
2022-11-18,9.16,9.3,9.06,9.13,11450279.0
2022-11-21,9.07,9.23,9.03,9.17,7734699.0
2022-11-22,9.16,9.16,8.9,8.92,11596028.0
2022-11-23,8.95,9.09,8.81,9.08,9525685.0
2022-11-24,9.04,9.23,9.04,9.07,8450309.0
2022-11-25,9.02,9.04,8.89,8.91,6980273.0
2022-11-28,8.8,8.96,8.75,8.9,5982845.0
2022-11-29,8.9,9.0,8.85,8.98,7312137.0
