date,open,high,low,close,volume
2022-03-10,3.43,3.45,3.37,3.41,10780876.0
2022-03-11,3.37,3.45,3.33,3.44,11930472.0
2022-03-14,3.43,3.45,3.35,3.35,11081533.0
2022-03-15,3.35,3.35,3.11,3.14,21668451.0
2022-03-16,3.18,3.25,3.09,3.24,18617002.0
2022-03-17,3.26,3.3,3.24,3.25,12735885.0
2022-03-18,3.24,3.32,3.23,3.29,11202079.0
2022-03-21,3.3,3.32,3.23,3.28,10793770.0
2022-03-22,3.26,3.32,3.25,3.28,8495492.0
2022-03-23,3.3,3.33,3.27,3.3,8100953.0
2022-03-24,3.29,3.3,3.26,3.26,6677195.0
2022-03-25,3.25,3.28,3.23,3.24,7061421.0
2022-03-28,3.23,3.24,3.16,3.23,10861916.0
2022-03-29,3.24,3.25,3.19,3.23,8551396.0
2022-03-30,3.23,3.27,3.21,3.27,9266312.0
2022-03-31,3.27,3.35,3.26,3.32,18080233.0
2022-04-01,3.32,3.36,3.27,3.35,12653862.0
2022-04-06,3.34,3.4,3.33,3.39,14116506.0
2022-04-07,3.39,3.41,3.32,3.32,12623870.0
2022-04-08,3.34,3.39,3.27,3.38,13761730.0
2022-04-11,3.37,3.38,3.29,3.3,13521330.0
2022-04-12,3.3,3.42,3.25,3.41,17876716.0
2022-04-13,3.4,3.4,3.28,3.3,17146692.0
2022-04-14,3.31,3.49,3.3,3.42,39236321.0
2022-04-15,3.42,3.43,3.3,3.35,28599110.0
2022-04-18,3.32,3.36,3.28,3.33,12074468.0
2022-04-19,3.33,3.36,3.31,3.35,8916720.0
2022-04-20,3.36,3.36,3.27,3.29,11739660.0
2022-04-21,3.28,3.28,3.16,3.17,17217478.0
2022-04-22,3.16,3.23,3.12,3.19,12533438.0
2022-04-25,3.16,3.19,3.03,3.04,19487460.0
2022-04-26,3.06,3.1,2.98,2.99,16844466.0
2022-04-27,2.99,3.07,2.89,3.06,19909839.0
2022-04-28,3.05,3.12,3.01,3.11,18761350.0
2022-04-29,3.11,3.18,3.09,3.16,15233087.0
2022-05-05,3.13,3.19,3.13,3.15,16493056.0
2022-05-06,3.1,3.12,3.06,3.09,14112469.0
2022-05-09,3.08,3.17,3.08,3.16,11144357.0
2022-05-10,3.16,3.19,3.13,3.18,8977274.0
2022-05-11,3.19,3.2,3.14,3.14,11220252.0
2022-05-12,3.12,3.16,3.1,3.16,8551746.0
2022-05-13,3.16,3.19,3.15,3.18,8388293.0
2022-05-16,3.19,3.21,3.17,3.19,9625987.0
2022-05-17,3.19,3.21,3.15,3.18,5569660.0
2022-05-18,3.18,3.2,3.16,3.16,7339936.0
2022-05-19,3.13,3.28,3.1,3.27,21798853.0
2022-05-20,3.27,3.3,3.24,3.28,11200488.0
2022-05-23,3.3,3.31,3.25,3.29,10605168.0
2022-05-24,3.3,3.35,3.22,3.23,12677030.0
2022-05-25,3.23,3.33,3.22,3.32,11362928.0
2022-05-26,3.32,3.38,3.3,3.35,11580833.0
2022-05-27,3.36,3.38,3.33,3.36,10729294.0
2022-05-30,3.37,3.4,3.36,3.39,9917505.0
2022-05-31,3.39,3.46,3.37,3.44,13898504.0
2022-06-01,3.44,3.48,3.42,3.46,12058555.0
2022-06-02,3.45,3.53,3.44,3.52,15319088.0
2022-06-06,3.52,3.52,3.43,3.44,17538378.0
2022-06-07,3.46,3.49,3.39,3.47,16782990.0
2022-06-08,3.48,3.49,3.34,3.43,20113434.0
2022-06-09,3.45,3.46,3.36,3.38,12161221.0
2022-06-10,3.36,3.41,3.34,3.4,16881405.0
2022-06-13,3.38,3.39,3.35,3.38,9827748.0
2022-06-14,3.35,3.4,3.3,3.4,11871239.0
2022-06-15,3.41,3.48,3.4,3.45,15826076.0
2022-06-16,3.45,3.46,3.37,3.38,12772051.0
2022-06-17,3.38,3.39,3.33,3.36,10865109.0
2022-06-20,3.37,3.4,3.36,3.38,8791817.0
2022-06-21,3.4,3.41,3.33,3.36,12719061.0
2022-06-22,3.35,3.46,3.35,3.37,15230664.0
2022-06-23,3.39,3.47,3.38,3.46,15639659.0
2022-06-24,3.46,3.46,3.42,3.43,10722012.0
2022-06-27,3.45,3.48,3.41,3.43,10648945.0
2022-06-28,3.43,3.51,3.42,3.49,16486499.0
2022-06-29,3.49,3.5,3.39,3.4,13377880.0
2022-06-30,3.4,3.43,3.36,3.36,12095063.0
2022-07-01,3.37,3.54,3.36,3.47,25526664.0
2022-07-04,3.46,3.46,3.4,3.43,12651214.0
2022-07-05,3.45,3.46,3.38,3.42,12520764.0
2022-07-06,3.41,3.44,3.35,3.39,13123432.0
2022-07-07,3.4,3.62,3.39,3.52,35431293.0
2022-07-08,3.53,3.6,3.5,3.55,26347036.0
2022-07-11,3.55,3.59,3.51,3.54,17431672.0
2022-07-12,3.56,3.62,3.53,3.56,21605807.0
2022-07-13,3.56,3.68,3.53,3.67,29290838.0
2022-07-14,3.67,3.68,3.56,3.58,23832312.0
2022-07-15,3.58,3.59,3.48,3.48,19255952.0
2022-07-18,3.49,3.63,3.49,3.62,20014192.0
2022-07-19,3.62,3.64,3.56,3.6,14017265.0
2022-07-20,3.59,3.68,3.57,3.67,20531352.0
2022-07-21,3.66,3.68,3.61,3.62,13851073.0
2022-07-22,3.61,3.67,3.6,3.63,13687896.0
2022-07-25,3.62,3.72,3.61,3.67,23561813.0
2022-07-26,3.66,3.66,3.53,3.62,15216559.0
2022-07-27,3.63,3.65,3.6,3.62,10928176.0
2022-07-28,3.65,3.7,3.61,3.63,14521935.0
2022-07-29,3.64,3.69,3.6,3.62,13400240.0
2022-08-01,3.63,3.64,3.59,3.6,11700364.0
2022-08-02,3.57,3.6,3.43,3.49,24413241.0
2022-08-03,3.48,3.56,3.43,3.45,19417899.0
2022-08-04,3.45,3.48,3.4,3.47,14846540.0
2022-08-05,3.48,3.48,3.41,3.47,11277175.0
2022-08-08,3.45,3.5,3.44,3.48,9045441.0
2022-08-09,3.49,3.49,3.42,3.45,10994307.0
2022-08-10,3.44,3.45,3.4,3.42,9044509.0
2022-08-11,3.37,3.68,3.37,3.62,41358568.0
2022-08-12,3.64,3.81,3.62,3.75,45715464.0
2022-08-15,3.75,3.8,3.7,3.78,28455929.0
2022-08-16,3.8,3.81,3.73,3.74,20104586.0
2022-08-17,3.78,3.79,3.74,3.77,20557849.0
2022-08-18,3.79,3.79,3.69,3.69,16780705.0
2022-08-19,3.71,3.74,3.66,3.66,13055134.0
2022-08-22,3.66,3.79,3.65,3.74,21348430.0
2022-08-23,3.73,3.76,3.69,3.72,11599840.0
2022-08-24,3.72,3.74,3.61,3.62,15807519.0
2022-08-25,3.63,3.74,3.62,3.68,17237707.0
2022-08-26,3.69,3.7,3.59,3.61,19892031.0
2022-08-29,3.56,3.77,3.56,3.76,27788676.0
2022-08-30,3.77,3.77,3.67,3.71,18028331.0
2022-08-31,3.66,3.69,3.54,3.55,23116583.0
2022-09-01,3.56,3.61,3.49,3.5,15085152.0
2022-09-02,3.49,3.57,3.49,3.51,8792910.0
2022-09-05,3.52,3.6,3.51,3.59,13712348.0
2022-09-06,3.6,3.68,3.58,3.67,15908722.0
2022-09-07,3.67,3.7,3.65,3.68,11525717.0
2022-09-08,3.68,3.71,3.65,3.67,10675344.0
2022-09-09,3.67,3.7,3.64,3.68,10796853.0
2022-09-13,3.69,3.69,3.59,3.61,12126453.0
2022-09-14,3.57,3.63,3.56,3.59,10568118.0
2022-09-15,3.6,3.63,3.42,3.47,20031121.0
2022-09-16,3.45,3.48,3.34,3.35,18109184.0
2022-09-19,3.34,3.36,3.25,3.29,14571612.0
2022-09-20,3.3,3.36,3.28,3.3,9864366.0
2022-09-21,3.32,3.38,3.25,3.36,11113473.0
2022-09-22,3.35,3.37,3.32,3.34,8687212.0
2022-09-23,3.35,3.42,3.3,3.35,12996652.0
2022-09-26,3.35,3.35,3.25,3.26,13542968.0
2022-09-27,3.25,3.31,3.24,3.29,7536838.0
2022-09-28,3.28,3.29,3.17,3.17,15553304.0
2022-09-29,3.21,3.22,3.12,3.15,11785543.0
2022-09-30,3.16,3.21,3.12,3.15,12892725.0
2022-10-10,3.18,3.19,3.1,3.12,8454675.0
2022-10-11,3.1,3.16,3.07,3.13,8517577.0
2022-10-12,3.14,3.2,3.09,3.2,9303225.0
2022-10-13,3.2,3.22,3.16,3.19,10201818.0
2022-10-14,3.2,3.24,3.19,3.22,8424700.0
2022-10-17,3.21,3.26,3.18,3.24,9898030.0
2022-10-18,3.26,3.26,3.23,3.24,9043182.0
2022-10-19,3.24,3.29,3.2,3.22,8014685.0
2022-10-20,3.23,3.24,3.17,3.21,8115392.0
2022-10-21,3.21,3.27,3.2,3.23,8936499.0
2022-10-24,3.23,3.3,3.19,3.21,13517644.0
2022-10-25,3.22,3.28,3.17,3.26,11251197.0
2022-10-26,3.28,3.3,3.25,3.28,12590946.0
2022-10-27,3.28,3.31,3.27,3.28,9283220.0
2022-10-28,3.26,3.3,3.16,3.19,12335279.0
2022-10-31,3.17,3.23,3.15,3.2,9728106.0
2022-11-01,3.19,3.29,3.18,3.28,10275909.0
2022-11-02,3.29,3.31,3.26,3.3,11372597.0
2022-11-03,3.28,3.3,3.24,3.25,7752123.0
2022-11-04,3.26,3.3,3.25,3.29,10182631.0
2022-11-07,3.28,3.32,3.27,3.3,10721921.0
2022-11-08,3.31,3.32,3.27,3.3,7723730.0
2022-11-09,3.32,3.32,3.28,3.29,7142596.0
2022-11-10,3.3,3.3,3.25,3.29,9302378.0
2022-11-11,3.32,3.36,3.3,3.3,16463889.0
2022-11-14,3.3,3.34,3.28,3.3,15951246.0
2022-11-15,3.3,3.32,3.28,3.32,11616272.0
2022-11-16,3.32,3.34,3.29,3.3,9118568.0
2022-11-17,3.28,3.3,3.26,3.28,10511876.0
2022-11-18,3.29,3.3,3.26,3.26,11942739.0
2022-11-21,3.25,3.26,3.22,3.25,10304010.0
2022-11-22,3.25,3.34,3.23,3.27,21383579.0
2022-11-23,3.27,3.39,3.26,3.34,30720210.0
2022-11-24,3.36,3.36,3.29,3.3,14135565.0
2022-11-25,3.3,3.35,3.28,3.33,12031576.0
2022-11-28,3.31,3.32,3.24,3.29,16795766.0
2022-11-29,3.29,3.34,3.29,3.34,12849895.0
